50;688
17;49
40
34;3;2960.83
34;5;2892.49
34;6;836.78
34;8;1778.82
34;11;1890.95
34;13;1610.59
34;15;1603.53
34;21;2786.92
34;24;590.76
34;26;1161.03
34;30;870.52
34;31;1620.15
34;32;1694.25
34;42;2432.86
34;44;2566.75
35;1;2399.42
35;14;2934.66
35;15;2960.27
35;33;2307.66
35;45;2027.66
35;49;828.61
36;1;2552.04
36;3;2116.81
36;4;1626.07
36;6;2153.37
36;7;1744.71
36;11;1875.55
36;18;2163.42
36;19;1272.83
36;24;2542.32
36;25;2278.64
36;26;1513.8
36;30;2661.77
36;31;1082.08
36;34;2350.91
36;37;1897.63
36;38;2241.16
36;42;713.86
36;46;1402.36
36;47;1376.44
36;48;1656.8
37;1;2250.62
37;3;782.62
37;4;1654.96
37;10;1802.36
37;12;2323.62
37;19;1098.59
37;36;1897.63
37;39;2558.95
37;40;1817.28
37;41;718.68
37;47;1106.35
37;50;2188.17
38;2;2997.15
38;4;2920.15
38;8;2520.36
38;10;2644.41
38;11;392.05
38;12;1732.8
38;27;2324.22
38;34;1860.11
38;36;2241.16
38;42;2796.93
39;2;2286.15
39;5;123.69
39;13;1556.41
39;15;2829.36
39;20;2133.78
39;21;1527.38
39;25;1142.02
39;26;2250.78
39;33;1890.29
39;34;2860.0
39;40;1087.06
39;44;1677.2
39;45;1168.12
39;48;1802.05
39;49;846.94
40;1;436.81
40;4;710.21
40;5;1040.1
40;7;2452.04
40;12;2372.28
40;19;2515.43
40;24;2707.49
40;25;266.27
40;26;1251.6
40;31;2575.03
40;34;2134.6
40;35;2669.08
40;36;2312.25
40;37;1817.28
40;39;1087.06
40;42;1761.73
40;44;2181.12
41;1;2218.83
41;3;735.53
41;10;2512.69
41;14;910.05
41;25;1528.17
41;26;2557.83
41;36;2561.58
41;39;2231.43
41;42;1860.67
41;45;2896.79
41;50;2831.43
42;1;2078.58
42;5;2742.21
42;6;1988.42
42;9;1815.54
42;11;2463.43
42;13;2885.13
42;14;2040.12
42;16;1074.24
42;17;2436.74
42;24;2770.02
42;25;1673.62
42;26;1353.66
42;28;2145.74
42;29;2516.45
42;30;2947.3
42;31;1600.78
42;37;1229.72
42;38;2796.93
42;40;1761.73
42;41;1860.67
42;46;2106.23
42;47;1087.84
43;4;2670.6
43;8;1221.88
43;9;2986.13
43;12;2332.25
43;13;2451.53
43;15;1959.31
43;17;2037.67
43;22;980.82
43;24;380.79
43;27;1121.61
43;30;165.53
43;31;1831.42
43;32;2326.48
43;34;957.08
43;36;2827.08
43;50;2546.55
44;2;1472.31
44;4;2646.22
44;13;1026.16
44;15;1610.5
44;21;292.75
44;23;1520.69
44;26;2690.46
44;35;1352.37
44;39;1677.2
44;40;2181.12
44;48;2955.27
45;3;2233.65
45;4;1530.56
45;5;1243.38
45;6;1148.26
45;12;2952.03
45;21;1197.08
45;24;2392.01
45;25;1388.85
45;32;1084.07
45;33;756.9
45;42;2690.0
45;44;1116.83
45;48;1870.11
45;49;1464.92
46;4;2944.3
46;7;2842.85
46;10;1410.57
46;16;2447.24
46;17;1130.88
46;19;2293.67
46;26;2626.06
46;29;416.77
46;30;2900.28
46;31;1396.46
46;36;1402.36
46;38;1865.74
46;50;1254.31
47;1;2977.33
47;10;1004.64
47;12;1898.42
47;16;102.96
47;25;2416.11
47;28;1872.75
47;31;2457.34
47;37;1106.35
47;42;1087.84
47;46;2364.57
47;48;1796.44
47;50;1699.21
48;2;2551.57
48;4;530.38
48;5;1725.95
48;6;1580.51
48;14;1147.39
48;16;1731.18
48;18;1551.84
48;19;1722.0
48;24;2802.64
48;25;660.3
48;26;1169.7
48;28;1792.87
48;34;2303.61
48;36;1656.8
48;37;1145.43
48;40;794.04
48;41;1389.57
48;44;2955.27
48;49;2633.04
48;50;1816.18
49;2;2442.05
49;3;2618.85
49;6;2577.69
49;15;2811.87
49;20;2168.43
49;25;1973.96
49;35;828.61
49;40;1878.78
49;45;1464.92
50;1;2588.63
50;3;2338.03
50;6;2053.02
50;10;792.59
50;11;1552.35
50;12;214.71
50;18;2471.21
50;25;2399.27
50;29;1669.73
50;31;764.85
50;34;2142.83
50;37;2188.17
50;40;2398.04
50;41;2831.43
50;42;970.82
50;43;2546.55
50;47;1699.21
50;48;1816.18
50;1;23;10
50;39;21;10
55;31;26;45
55;48;6;15
60;23;49;70
60;26;45;5
70;31;6;5
70;34;11;70
70;20;40;20
60;31;45;5
90;26;6;30
90;48;37;45
90;7;28;18
150;26;39;20
150;26;6;60
